Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status
LP001751,Male,Yes,0,Graduate,No,0.0383426097711812,0.0,0.2329956584659913,360.0,1.0,Rural,N
LP001754,Male,Yes,0,Not Graduate,Yes,0.05670995670995672,0.0,0.1866859623733719,360.0,1.0,Urban,N
LP001758,Male,Yes,2,Graduate,No,0.07544836116264687,0.0406796745626035,0.29088277858176553,360.0,1.0,Semiurban,Y
LP001760,Male,Yes,0,Graduate,No,0.056994434137291286,0.0,0.21562952243125902,480.0,1.0,Semiurban,Y
LP001761,Male,No,0,Graduate,Yes,0.07730364873222016,0.0,0.276410998552822,360.0,1.0,Rural,Y
LP001765,Male,Yes,1,Graduate,No,0.028954854669140384,0.04929560563515492,0.1374819102749638,360.0,1.0,Semiurban,Y
LP001768,Male,Yes,0,Graduate,No,0.04410636982065554,0.0,0.04775687409551375,180.0,1.0,Rural,Y
LP001770,Male,No,0,Not Graduate,No,0.03758812615955474,0.062351501187990495,0.1606367583212735,360.0,1.0,Rural,Y
LP001776,Female,No,0,Graduate,No,0.10121212121212121,0.0,0.39218523878437045,360.0,1.0,Semiurban,Y
LP001778,Male,Yes,1,Graduate,No,0.037167594310451454,0.042695658434732525,0.18958031837916062,360.0,1.0,Semiurban,Y
LP001784,Male,Yes,1,Graduate,No,0.06617192331478046,0.030239758081935346,0.2329956584659913,360.0,1.0,Rural,Y
LP001786,Male,Yes,0,Graduate,No,0.06921459492888064,0.0,0.35600578871201155,360.0,1.0,Urban,N
LP001788,Female,No,0,Graduate,Yes,0.040977118119975266,0.0,0.16353111432706222,360.0,1.0,Urban,Y
LP001790,Female,No,1,Graduate,No,0.04529375386518244,0.0,0.14905933429811866,360.0,1.0,Rural,Y
LP001792,Male,Yes,1,Graduate,No,0.039146567717996295,0.0,0.12590448625180894,360.0,1.0,Semiurban,Y
LP001798,Male,Yes,2,Graduate,No,0.07011750154607298,0.11999904000767994,0.1606367583212735,360.0,1.0,Rural,Y
LP001800,Male,Yes,1,Not Graduate,No,0.029189857761286332,0.047591619267045866,0.18958031837916062,180.0,1.0,Urban,N
LP001806,Male,No,0,Graduate,No,0.034817563388991966,0.13682290541675668,0.21128798842257596,60.0,1.0,Urban,Y
LP001807,Male,Yes,2,Graduate,Yes,0.07544836116264687,0.031199750401996785,0.14327062228654122,360.0,1.0,Rural,Y
LP001811,Male,Yes,0,Not Graduate,No,0.04027210884353742,0.10600715194278446,0.16497829232995656,360.0,1.0,Semiurban,Y
LP001813,Male,No,0,Graduate,Yes,0.07297464440321583,0.10399116807065543,0.1606367583212735,180.0,1.0,Urban,N
LP001814,Male,Yes,2,Graduate,No,0.11815708101422387,0.0,0.14905933429811866,360.0,1.0,Urban,Y
LP001819,Male,Yes,1,Not Graduate,No,0.07987631416202845,0.0,0.18523878437047755,180.0,1.0,Urban,Y
LP001824,Male,Yes,1,Graduate,No,0.03379097093382808,0.044231646146830825,0.16497829232995656,480.0,1.0,Semiurban,Y
LP001825,Male,Yes,0,Graduate,No,0.02051948051948052,0.044831641346869226,0.11722141823444283,360.0,1.0,Urban,Y
LP001835,Male,Yes,0,Not Graduate,No,0.018775510204081632,0.093359253125975,0.2778581765557163,360.0,0.0,Semiurban,N
LP001836,Female,No,2,Graduate,No,0.04053184910327768,0.0,0.1866859623733719,360.0,1.0,Urban,N
LP001841,Male,No,0,Not Graduate,Yes,0.030092764378478663,0.052007583939328486,0.1374819102749638,360.0,1.0,Rural,Y
LP001843,Male,Yes,1,Not Graduate,No,0.031057513914656772,0.17042263661890705,0.3907380607814761,180.0,1.0,Semiurban,Y
LP001844,Male,No,0,Graduate,Yes,0.19913419913419914,0.0,0.2648335745296671,360.0,0.0,Urban,N
LP001846,Female,No,3+,Graduate,No,0.03627705627705628,0.0,0.35600578871201155,360.0,1.0,Rural,Y
LP001849,Male,No,0,Not Graduate,No,0.07291280148423006,0.0,0.15340086830680172,360.0,0.0,Rural,N
LP001854,Male,Yes,3+,Graduate,No,0.06307977736549165,0.0,0.12301013024602024,360.0,1.0,Urban,N
LP001859,Male,Yes,0,Graduate,No,0.1797526283240569,0.050399596803225574,0.426917510853835,360.0,1.0,Rural,N
LP001864,Male,Yes,3+,Not Graduate,No,0.05913419913419914,0.0,0.17221418234442834,360.0,1.0,Semiurban,N
LP001865,Male,Yes,1,Graduate,No,0.07338280766852195,0.10199918400652795,0.46454413892908825,360.0,1.0,Urban,Y
LP001868,Male,No,0,Graduate,No,0.02362399505256648,0.053015575875392996,0.18089725036179446,360.0,1.0,Semiurban,Y
LP001870,Female,No,1,Graduate,No,0.04119975262832406,0.0,0.21128798842257596,36.0,1.0,Semiurban,N
LP001871,Female,No,0,Graduate,No,0.08719851576994435,0.0,0.1606367583212735,360.0,1.0,Rural,Y
LP001872,Male,No,0,Graduate,Yes,0.062040816326530614,0.0,0.17221418234442834,360.0,1.0,Semiurban,Y
LP001875,Male,No,0,Graduate,No,0.04879406307977737,0.08272733818129455,0.20549927641099852,360.0,1.0,Rural,Y
LP001877,Male,Yes,2,Graduate,No,0.05637600494743353,0.033287733698130414,0.20405209840810418,360.0,1.0,Semiurban,Y
LP001882,Male,Yes,3+,Graduate,No,0.051737786023500314,0.043463652290781675,0.21852387843704774,360.0,0.0,Urban,Y
LP001883,Female,No,0,Graduate,No,0.04042053184910328,0.0,0.18234442836468884,360.0,1.0,Rural,N
LP001884,Female,No,1,Graduate,No,0.03371675943104515,0.03743970048239614,0.11722141823444283,360.0,1.0,Urban,Y
LP001888,Female,No,0,Graduate,No,0.038181818181818185,0.0,0.030390738060781478,360.0,1.0,Urban,Y
LP001891,Male,Yes,0,Graduate,No,0.13600494743351887,0.0,0.18379160636758318,360.0,1.0,Urban,Y
LP001892,Male,No,0,Graduate,No,0.03318491032776748,0.04456764345885233,0.16931982633863962,360.0,1.0,Rural,Y
LP001894,Male,Yes,0,Graduate,No,0.03055040197897341,0.0533515731874145,0.20405209840810418,360.0,1.0,Semiurban,Y
LP001896,Male,Yes,2,Graduate,No,0.0463821892393321,0.0,0.11722141823444283,360.0,1.0,Semiurban,Y
LP001900,Male,Yes,1,Graduate,No,0.03215831787260359,0.04420764633882929,0.15340086830680172,360.0,1.0,Semiurban,Y
LP001903,Male,Yes,0,Graduate,No,0.04753246753246754,0.07857537139702882,0.28654124457308244,360.0,1.0,Semiurban,Y
LP001904,Male,Yes,0,Graduate,No,0.036524427952999386,0.031199750401996785,0.10274963820549927,360.0,1.0,Urban,Y
LP001907,Male,Yes,0,Graduate,No,0.17851576994434137,0.0,0.61794500723589,360.0,1.0,Semiurban,Y
LP001908,Female,Yes,0,Not Graduate,No,0.04885590599876315,0.0,0.1664254703328509,360.0,1.0,Rural,Y
LP001910,Male,No,1,Not Graduate,Yes,0.048274582560296854,0.058223534211726304,0.21562952243125902,360.0,0.0,Urban,N
LP001914,Male,Yes,0,Graduate,No,0.04671614100185529,0.01919984640122879,0.14905933429811866,360.0,1.0,Semiurban,Y
LP001915,Male,Yes,2,Graduate,No,0.026604823747680893,0.02365901043511652,0.09985528219971056,180.0,1.0,Urban,Y
LP001917,Female,No,0,Graduate,No,0.02054421768707483,0.03998368013055895,0.06512301013024602,360.0,1.0,Urban,Y
LP001922,Male,Yes,0,Graduate,No,0.2537662337662338,0.0,0.17221418234442834,360.0,1.0,Rural,N
LP001924,Male,No,0,Graduate,No,0.03720470006184293,0.07327141382868937,0.11577424023154846,360.0,1.0,Rural,Y
LP001925,Female,No,0,Graduate,Yes,0.0303030303030303,0.041207670338637294,0.130246020260492,300.0,1.0,Semiurban,N
LP001926,Male,Yes,0,Graduate,No,0.043957946815089674,0.047999616003071975,0.1606367583212735,360.0,1.0,Rural,Y
LP001931,Female,No,0,Graduate,No,0.04915275200989487,0.0,0.15340086830680172,360.0,1.0,Semiurban,Y
LP001935,Male,No,0,Graduate,No,0.1157452071737786,0.0,0.2575976845151953,360.0,1.0,Rural,Y
LP001936,Male,Yes,0,Graduate,No,0.03617810760667904,0.05798353613171095,0.18813314037626624,360.0,1.0,Rural,Y
LP001938,Male,Yes,2,Graduate,No,0.05256648113790972,0.0,0.170767004341534,360.0,0.0,Semiurban,N
LP001940,Male,Yes,2,Graduate,No,0.037142857142857144,0.03743970048239614,0.18089725036179446,360.0,1.0,Urban,Y
LP001945,Female,No,0,Graduate,No,0.06514533085961657,0.0,0.19392185238784368,480.0,0.0,Urban,N
LP001947,Male,Yes,0,Graduate,No,0.02761904761904762,0.08001535987712098,0.23589001447178,360.0,1.0,Semiurban,Y
LP001949,Male,Yes,3+,Graduate,No,0.0527643784786642,0.029999760001919985,0.14616497829232994,360.0,1.0,Urban,Y
LP001953,Male,Yes,1,Graduate,No,0.0831787260358689,0.0,0.276410998552822,360.0,1.0,Semiurban,Y
LP001954,Female,Yes,1,Graduate,No,0.055856524427953004,0.0,0.18234442836468884,360.0,1.0,Urban,Y
LP001955,Female,No,0,Graduate,No,0.05998763141620285,0.060983512131902944,0.20549927641099852,480.0,1.0,Rural,N
LP001963,Male,Yes,1,Graduate,No,0.02305504019789734,0.07019943840449276,0.150506512301013,360.0,1.0,Urban,N
LP001964,Male,Yes,0,Not Graduate,No,0.020408163265306124,0.07041543667650658,0.1215629522431259,360.0,0.0,Urban,N
LP001972,Male,Yes,0,Not Graduate,No,0.033704390847247995,0.04199966400268798,0.13892908827785816,360.0,1.0,Semiurban,Y
LP001974,Female,No,0,Graduate,No,0.05998763141620285,0.0,0.17800289435600578,360.0,1.0,Rural,Y
LP001977,Male,Yes,1,Graduate,No,0.018243661100803957,0.04327165382676939,0.12590448625180894,360.0,1.0,Urban,Y
LP001978,Male,No,0,Graduate,No,0.04761904761904762,0.05999952000383997,0.18958031837916062,360.0,1.0,Rural,Y
LP001990,Male,No,0,Not Graduate,No,0.022881880024737167,0.0,0.17221418234442834,360.0,1.0,Urban,N
LP001993,Female,No,0,Graduate,No,0.04467532467532468,0.03998368013055895,0.18234442836468884,360.0,1.0,Rural,Y
LP001994,Female,No,0,Graduate,No,0.027829313543599257,0.044711642306861546,0.1374819102749638,360.0,0.0,Urban,N
LP001996,Male,No,0,Graduate,No,0.24839826839826842,0.0,0.6816208393632417,360.0,1.0,Rural,N
LP001998,Male,Yes,2,Not Graduate,No,0.09297464440321583,0.0,0.25470332850940663,360.0,1.0,Rural,Y
LP002002,Female,No,0,Graduate,No,0.03422387136672851,0.0,0.1085383502170767,360.0,1.0,Semiurban,Y
LP002004,Male,No,0,Not Graduate,No,0.03434755720470006,0.05771953824369405,0.14761215629522428,360.0,1.0,Semiurban,Y
LP002006,Female,No,0,Graduate,No,0.029152752009894867,0.0,0.06801736613603473,360.0,1.0,Rural,Y
LP002008,Male,Yes,2,Graduate,Yes,0.06921459492888064,0.0,0.19536903039073802,84.0,1.0,Rural,Y
LP002024,Male,Yes,0,Graduate,No,0.02873222016079159,0.044231646146830825,0.21707670043415336,360.0,1.0,Rural,N
LP002031,Male,Yes,1,Not Graduate,No,0.040185528756957335,0.03935968512251902,0.14761215629522428,180.0,1.0,Urban,Y
LP002035,Male,Yes,2,Graduate,No,0.0441187384044527,0.0,0.1606367583212735,360.0,1.0,Semiurban,Y
LP002036,Male,Yes,0,Graduate,No,0.02359925788497217,0.0512155902752778,0.11432706222865412,360.0,1.0,Urban,Y
LP002043,Female,No,1,Graduate,No,0.041941867656153375,0.0,0.14905933429811866,360.0,1.0,Semiurban,Y
LP002050,Male,Yes,1,Graduate,Yes,0.12183055040197897,0.0,0.21128798842257596,360.0,1.0,Rural,N
LP002051,Male,Yes,0,Graduate,No,0.027829313543599257,0.052007583939328486,0.15340086830680172,360.0,1.0,Semiurban,Y
LP002053,Male,Yes,3+,Graduate,No,0.05184910327767471,0.004535963712290302,0.1664254703328509,360.0,1.0,Semiurban,Y
LP002054,Male,Yes,2,Not Graduate,No,0.04268398268398269,0.03815969472244222,0.17221418234442834,360.0,1.0,Rural,Y
LP002055,Female,No,0,Graduate,No,0.03730364873222017,0.07163942688458493,0.17800289435600578,360.0,1.0,Rural,Y
LP002065,Male,Yes,3+,Graduate,No,0.1836734693877551,0.0,0.42112879884225757,360.0,1.0,Rural,Y
LP002067,Male,Yes,1,Graduate,Yes,0.1053308596165739,0.11959104327165383,0.5311143270622286,360.0,0.0,Rural,N
LP002068,Male,No,0,Graduate,No,0.058961038961038964,0.0,0.17510853835021706,360.0,0.0,Rural,Y
LP002082,Male,Yes,0,Graduate,Yes,0.07010513296227582,0.05183958528331773,0.2532561505065123,360.0,1.0,Semiurban,Y
LP002086,Female,Yes,0,Graduate,No,0.051737786023500314,0.058823529411764705,0.14616497829232994,360.0,1.0,Urban,N
LP002087,Female,No,0,Graduate,No,0.02906617192331478,0.0,0.08393632416787264,360.0,1.0,Urban,Y
LP002097,Male,No,1,Graduate,No,0.052368583797155234,0.04303165574675403,0.15629522431259044,360.0,1.0,Urban,Y
LP002098,Male,No,0,Graduate,No,0.03444650587507731,0.0,0.12879884225759766,360.0,1.0,Semiurban,Y
LP002100,Male,No,0,Graduate,No,0.03318491032776748,0.0,0.08972503617945007,360.0,1.0,Urban,Y
LP002101,Male,Yes,0,Graduate,No,0.7815337043908472,0.0,0.6960926193921853,180.0,1.0,Urban,Y
LP002103,Male,Yes,1,Graduate,Yes,0.11976499690785405,0.043991648066815464,0.25036179450072354,180.0,1.0,Urban,Y
LP002106,Male,Yes,0,Graduate,Yes,0.06620902906617192,0.10775913792689659,0.08827785817655572,360.0,1.0,Semiurban,Y
LP002110,Male,Yes,1,Graduate,No,0.06307977736549165,0.016511867905056758,0.21852387843704774,360.0,1.0,Rural,Y
LP002112,Male,Yes,2,Graduate,Yes,0.02906617192331478,0.11039911680706554,0.24167872648335742,360.0,1.0,Rural,Y
LP002113,Female,No,3+,Not Graduate,No,0.02077922077922078,0.0,0.17221418234442834,360.0,0.0,Urban,N
LP002114,Female,No,0,Graduate,No,0.04959802102659246,0.0,0.08972503617945007,360.0,1.0,Semiurban,Y
LP002115,Male,Yes,3+,Not Graduate,No,0.0308843537414966,0.03808769529843761,0.23733719247467433,360.0,1.0,Rural,N
LP002116,Female,No,0,Graduate,No,0.027557204700061844,0.0,0.053545586107091175,360.0,1.0,Rural,N
LP002119,Male,Yes,1,Not Graduate,No,0.05447124304267162,0.02949576403388773,0.21562952243125902,360.0,1.0,Urban,Y
LP002126,Male,Yes,3+,Not Graduate,No,0.037390228818800254,0.0,0.09406657018813314,360.0,1.0,Semiurban,Y
LP002128,Male,Yes,2,Graduate,No,0.030092764378478663,0.055919552643578854,0.16787264833574528,360.0,1.0,Rural,Y
LP002129,Male,Yes,0,Graduate,No,0.029053803339517625,0.05899152806777546,0.21852387843704774,360.0,1.0,Semiurban,Y
LP002130,Male,Yes,0,Not Graduate,No,0.04171923314780458,0.07751937984496124,0.2069464544138929,360.0,0.0,Rural,N
LP002131,Male,Yes,2,Not Graduate,No,0.03627705627705628,0.052031583747330024,0.16931982633863962,360.0,1.0,Urban,Y
LP002137,Male,Yes,0,Graduate,No,0.07647495361781076,0.10999112007103944,0.361794500723589,360.0,1.0,Semiurban,Y
LP002138,Male,Yes,0,Graduate,No,0.030612244897959186,0.14999880000959992,0.2575976845151953,360.0,1.0,Rural,Y
LP002139,Male,Yes,0,Graduate,No,0.11048855905998764,0.0,0.3169319826338639,360.0,1.0,Semiurban,Y
LP002140,Male,No,0,Graduate,No,0.10636982065553495,0.10000719994240047,0.4327062228654124,360.0,1.0,Rural,N
LP002141,Male,Yes,3+,Graduate,No,0.031119356833642548,0.049991600067199465,0.12445730824891461,360.0,1.0,Rural,Y
LP002142,Female,Yes,0,Graduate,Yes,0.06617192331478046,0.0,0.13892908827785816,360.0,0.0,Rural,N
LP002143,Female,Yes,0,Graduate,No,0.02811379097093383,0.012119903040775674,0.17510853835021706,360.0,1.0,Semiurban,Y
LP002144,Female,No,0,Graduate,No,0.045306122448979594,0.0,0.15484804630969606,180.0,1.0,Urban,Y
LP002149,Male,Yes,2,Graduate,No,0.10121212121212121,0.07600739194086448,0.22575976845151952,360.0,1.0,Rural,Y
LP002151,Male,Yes,1,Graduate,No,0.04607297464440322,0.0,0.08393632416787264,360.0,1.0,Urban,N
LP002158,Male,Yes,0,Not Graduate,No,0.0352504638218924,0.03998368013055895,0.13169319826338638,480.0,0.0,Urban,N
LP002160,Male,Yes,3+,Graduate,No,0.062053184910327776,0.07600739194086448,0.276410998552822,360.0,1.0,Semiurban,Y
LP002161,Female,No,1,Graduate,No,0.056561533704390855,0.0,0.10419681620839363,360.0,1.0,Semiurban,N
LP002170,Male,Yes,2,Graduate,No,0.05998763141620285,0.08800729594163247,0.3285094066570188,360.0,1.0,Semiurban,Y
LP002175,Male,Yes,0,Graduate,No,0.056895485466914045,0.05599155206758346,0.17510853835021706,360.0,1.0,Urban,Y
LP002178,Male,Yes,0,Graduate,No,0.035411255411255414,0.07279141766865865,0.12445730824891461,300.0,1.0,Urban,Y
LP002180,Male,No,0,Graduate,Yes,0.08252319109461967,0.0,0.19102749638205496,360.0,1.0,Rural,Y
LP002181,Male,No,0,Not Graduate,No,0.0750278293135436,0.0,0.17945007235890012,360.0,1.0,Rural,N
LP002187,Male,No,0,Graduate,No,0.02906617192331478,0.0,0.12590448625180894,480.0,1.0,Semiurban,N
LP002188,Male,No,0,Graduate,No,0.0615213358070501,0.0,0.1664254703328509,360.0,0.0,Rural,N
LP002190,Male,Yes,1,Graduate,No,0.07637600494743352,0.0,0.24023154848046308,360.0,1.0,Semiurban,Y
LP002191,Male,Yes,0,Graduate,No,0.24217687074829933,0.12638298893608851,0.8118668596237337,360.0,1.0,Rural,N
LP002194,Female,No,0,Graduate,Yes,0.19306122448979593,0.0,0.06657018813314038,360.0,1.0,Semiurban,Y
LP002197,Male,Yes,2,Graduate,No,0.06227581941867657,0.0,0.21128798842257596,360.0,1.0,Semiurban,Y
LP002201,Male,Yes,2,Graduate,Yes,0.1134570191713049,0.18895048839609282,0.5369030390738061,300.0,1.0,Rural,Y
LP002205,Male,No,1,Graduate,No,0.036017316017316024,0.04768761849905201,0.14761215629522428,180.0,0.0,Urban,N
LP002209,Female,No,0,Graduate,No,0.032331478045763765,0.03501571987424101,0.14616497829232994,360.0,1.0,Urban,Y
LP002211,Male,Yes,0,Graduate,No,0.05772418058132345,0.02215182278541772,0.1606367583212735,180.0,1.0,Urban,Y
LP002219,Male,Yes,3+,Graduate,No,0.10636982065553495,0.11990304077567379,0.17510853835021706,360.0,1.0,Rural,Y
LP002223,Male,Yes,0,Graduate,No,0.051453308596165745,0.0,0.17510853835021706,360.0,1.0,Semiurban,Y
LP002224,Male,No,0,Graduate,No,0.03610389610389611,0.0,0.08972503617945007,480.0,1.0,Urban,N
LP002225,Male,Yes,2,Graduate,No,0.06482374768089054,0.0,0.17510853835021706,360.0,1.0,Urban,Y
LP002226,Male,Yes,0,Graduate,No,0.03936920222634509,0.05999952000383997,0.17221418234442834,360.0,1.0,Semiurban,Y
LP002229,Male,No,0,Graduate,No,0.07162646876932591,0.1015671874625003,0.41534008683068013,360.0,1.0,Semiurban,Y
LP002231,Female,No,0,Graduate,No,0.07235621521335807,0.0,0.2127351664254703,360.0,1.0,Urban,Y
LP002234,Male,No,0,Graduate,Yes,0.08679035250463822,0.0,0.17221418234442834,360.0,1.0,Urban,Y
LP002236,Male,Yes,2,Graduate,No,0.05461966604823748,0.0,0.13169319826338638,360.0,1.0,Urban,N
LP002237,Male,No,1,Graduate,No,0.04350030921459493,0.0,0.150506512301013,180.0,1.0,Urban,Y
LP002239,Male,No,0,Not Graduate,No,0.027161410018552875,0.03839969280245758,0.17800289435600578,360.0,1.0,Semiurban,Y
LP002243,Male,Yes,0,Not Graduate,No,0.03537414965986395,0.07526339789281686,0.17221418234442834,360.0,0.0,Urban,N
LP002244,Male,Yes,0,Graduate,No,0.027000618429189858,0.05800753593971248,0.18379160636758318,360.0,1.0,Urban,Y
LP002250,Male,Yes,0,Graduate,No,0.0660235003092146,0.0,0.16787264833574528,360.0,1.0,Rural,Y
LP002255,Male,No,3+,Graduate,No,0.11152752009894867,0.0,0.25470332850940663,360.0,1.0,Rural,Y
LP002262,Male,Yes,3+,Graduate,No,0.11569573283858998,0.0,0.38494934876989867,360.0,1.0,Rural,Y
LP002263,Male,Yes,0,Graduate,No,0.030092764378478663,0.050759593923248615,0.1606367583212735,360.0,1.0,Urban,Y
LP002265,Male,Yes,2,Not Graduate,No,0.02279529993815708,0.03899968800249598,0.150506512301013,180.0,1.0,Semiurban,Y
LP002266,Male,Yes,2,Graduate,No,0.03648732220160792,0.03359973120215038,0.150506512301013,360.0,1.0,Urban,Y
LP002272,Male,Yes,2,Graduate,No,0.03866419294990724,0.011615907072743419,0.18234442836468884,360.0,1.0,Semiurban,Y
LP002277,Female,No,0,Graduate,No,0.03747680890538034,0.0,0.08972503617945007,360.0,0.0,Urban,N
LP002281,Male,Yes,0,Graduate,No,0.03565862708719852,0.03501571987424101,0.12445730824891461,360.0,1.0,Urban,Y
LP002284,Male,No,0,Not Graduate,No,0.04640692640692641,0.03998368013055895,0.14471780028943557,360.0,1.0,Rural,Y
LP002287,Female,No,0,Graduate,No,0.016697588126159554,0.04319965440276478,0.13603473227206944,360.0,0.0,Semiurban,N
LP002288,Male,Yes,2,Not Graduate,No,0.03387755102040817,0.0,0.05209840810419682,180.0,0.0,Urban,N
LP002296,Male,No,0,Not Graduate,No,0.03222016079158937,0.0,0.08104196816208394,300.0,1.0,Rural,N
LP002297,Male,No,0,Graduate,No,0.02906617192331478,0.47999616003071977,0.13603473227206944,360.0,1.0,Semiurban,Y
LP002300,Female,No,0,Not Graduate,No,0.022424242424242423,0.0,0.06367583212735166,360.0,1.0,Semiurban,Y
LP002301,Female,No,0,Graduate,Yes,0.09017934446505875,0.0,0.26772793053545585,360.0,1.0,Rural,N
LP002305,Female,No,0,Graduate,No,0.05438466295609153,0.0,0.15340086830680172,360.0,1.0,Semiurban,Y
LP002308,Male,Yes,0,Not Graduate,No,0.02494743351886209,0.05759953920368637,0.15340086830680172,360.0,1.0,Urban,Y
LP002314,Female,No,0,Not Graduate,No,0.02551638837353123,0.0,0.0824891461649783,360.0,1.0,Rural,Y
LP002315,Male,Yes,1,Graduate,No,0.10080395794681508,0.0,0.2069464544138929,300.0,0.0,Semiurban,N
LP002317,Male,Yes,3+,Graduate,No,1.0000000000000002,0.0,0.507959479015919,360.0,0.0,Rural,N
LP002318,Female,No,1,Not Graduate,Yes,0.04597402597402598,0.0,0.07670043415340086,360.0,1.0,Semiurban,N
LP002319,Male,Yes,0,Graduate,No,0.0755225726654298,0.0,0.21852387843704774,360.0,1.0,Urban,Y
LP002328,Male,Yes,0,Not Graduate,No,0.07354359925788498,0.0,0.30246020260492035,360.0,0.0,Rural,N
LP002332,Male,Yes,0,Not Graduate,No,0.02601113172541744,0.04879160966712266,0.14616497829232994,360.0,1.0,Rural,Y
LP002335,Female,Yes,0,Not Graduate,No,0.024724799010513297,0.07768737850097199,0.2445730824891461,360.0,0.0,Semiurban,N
LP002337,Female,No,0,Graduate,No,0.03518862090290662,0.0,0.07380607814761216,360.0,1.0,Urban,Y
LP002341,Female,No,1,Graduate,No,0.0303030303030303,0.0,0.21852387843704774,360.0,1.0,Urban,N
LP002342,Male,Yes,2,Graduate,Yes,0.017934446505875078,0.47999616003071977,0.33285094066570187,360.0,1.0,Urban,N
LP002345,Male,Yes,0,Graduate,No,0.010822510822510824,0.06655146758825929,0.14905933429811866,360.0,1.0,Rural,Y
LP002347,Male,Yes,0,Graduate,No,0.03829313543599258,0.034007727938176496,0.1866859623733719,360.0,1.0,Semiurban,Y
LP002348,Male,Yes,0,Graduate,No,0.07024118738404453,0.0,0.1866859623733719,360.0,1.0,Rural,Y
LP002357,Female,No,0,Not Graduate,No,0.03178726035868894,0.0,0.10274963820549927,360.0,0.0,Urban,N
LP002361,Male,Yes,0,Graduate,No,0.020655534941249228,0.04125566995464036,0.13169319826338638,360.0,1.0,Urban,Y
LP002362,Male,Yes,1,Graduate,No,0.0878169449598021,0.04000767993856049,0.14616497829232994,360.0,0.0,Urban,N
LP002364,Male,Yes,0,Graduate,No,0.1821892393320965,0.0,0.12590448625180894,360.0,1.0,Semiurban,Y
LP002366,Male,Yes,0,Graduate,No,0.031119356833642548,0.10319917440660475,0.16208393632416784,360.0,1.0,Rural,Y
LP002367,Female,No,1,Not Graduate,No,0.055114409400123694,0.0,0.10419681620839363,360.0,1.0,Rural,N
LP002368,Male,Yes,2,Graduate,No,0.07155225726654298,0.0,0.17945007235890012,360.0,1.0,Semiurban,Y
LP002369,Male,Yes,0,Graduate,No,0.03426097711811998,0.0003868769251445988,0.11287988422575977,360.0,1.0,Rural,Y
LP002370,Male,No,0,Not Graduate,No,0.03175015460729747,0.0,0.07380607814761216,180.0,1.0,Urban,Y
LP002377,Female,No,1,Graduate,Yes,0.10481137909709339,0.0,0.20405209840810418,360.0,1.0,Semiurban,Y
LP002379,Male,No,0,Graduate,No,0.07854050711193568,0.0,0.13892908827785816,360.0,0.0,Rural,N
LP002386,Male,No,0,Graduate,No,0.1574025974025974,0.0,0.573082489146165,360.0,1.0,Semiurban,Y
LP002387,Male,Yes,0,Graduate,No,0.02813852813852814,0.056159550723594215,0.19392185238784368,360.0,1.0,Semiurban,Y
LP002390,Male,No,0,Graduate,No,0.04452690166975882,0.0,0.13169319826338638,360.0,1.0,Urban,Y
LP002393,Female,Yes,0,Graduate,No,0.12241187384044527,0.0,0.17221418234442834,240.0,1.0,Semiurban,Y
LP002398,Male,No,0,Graduate,No,0.021966604823747682,0.04442364461084311,0.059334298118668596,360.0,1.0,Semiurban,Y
LP002401,Male,Yes,0,Graduate,No,0.02551638837353123,0.026999784001727985,0.17221418234442834,360.0,1.0,Urban,Y
LP002403,Male,No,0,Graduate,Yes,0.12697588126159556,0.0,0.2575976845151953,360.0,0.0,Urban,N
LP002407,Female,Yes,0,Not Graduate,Yes,0.08648113790970934,0.0,0.1866859623733719,360.0,1.0,Rural,Y
LP002408,Male,No,0,Graduate,No,0.04341372912801485,0.12153502771977824,0.2575976845151953,360.0,1.0,Semiurban,Y
LP002409,Male,Yes,0,Graduate,No,0.09586889301175015,0.043991648066815464,0.24746743849493485,360.0,1.0,Rural,Y
LP002418,Male,No,3+,Not Graduate,No,0.05636363636363637,0.04783161734706123,0.20115774240231546,360.0,1.0,Semiurban,Y
LP002422,Male,No,1,Graduate,No,0.46467532467532474,0.0,0.2069464544138929,360.0,1.0,Semiurban,Y
LP002424,Male,Yes,0,Graduate,No,0.08884353741496599,0.19999040007679939,0.24023154848046308,300.0,1.0,Rural,Y
LP002429,Male,Yes,1,Graduate,Yes,0.04101422387136673,0.029039767681858546,0.17510853835021706,360.0,1.0,Rural,Y
LP002434,Male,Yes,2,Not Graduate,No,0.05568336425479283,0.0,0.14616497829232994,360.0,1.0,Rural,Y
LP002435,Male,Yes,0,Graduate,No,0.041917130488559065,0.033023735810113516,0.06657018813314038,360.0,1.0,Rural,N
LP002443,Male,Yes,2,Graduate,No,0.039455782312925174,0.04103967168262654,0.20405209840810418,360.0,0.0,Rural,N
LP002444,Male,No,1,Not Graduate,Yes,0.03239332096474954,0.03700770393836849,0.2619392185238784,360.0,1.0,Semiurban,N
LP002446,Male,Yes,2,Not Graduate,No,0.026703772418058134,0.030119759041927666,0.16787264833574528,360.0,0.0,Rural,N
LP002447,Male,Yes,2,Not Graduate,No,0.022362399505256647,0.0349437204502364,0.07380607814761216,300.0,1.0,Urban,Y
LP002448,Male,Yes,0,Graduate,No,0.046975881261595555,0.041591667266661865,0.2026049204052098,360.0,0.0,Rural,N
